Income,Expenses,Savings,Loan Amount,Credit Score,Investments,Age,Employment Status,Marital Status,Dependents
4234,7765,3159,13736,800,17992,40,Employed,Married,3
11493,8098,1328,9513,471,31523,46,Retired,Married,2
8205,3915,4385,13815,308,34649,43,Employed,Married,0
4420,2258,3974,12244,620,11442,39,Unemployed,Single,3
3768,5842,4677,9900,397,30893,32,Retired,Married,1
9034,8566,4465,11718,468,24700,68,Employed,Married,3
12596,4616,219,16784,610,44388,26,Unemployed,Single,3
11635,2264,3302,11822,642,14042,43,Employed,Married,1
6104,5529,2866,11229,729,28577,34,Employed,Married,2
7355,7945,1896,3991,799,14494,26,Unemployed,Single,4
6305,8943,4444,17441,584,22275,20,Unemployed,Single,1
4538,2817,2302,7933,559,40248,33,Retired,Single,4
4331,2200,4547,14583,794,24889,30,Employed,Married,0
11168,9027,4184,19377,654,35762,43,Retired,Married,0
9939,5883,4966,8233,513,17173,34,Retired,Married,3
11261,3093,3726,13088,499,8768,49,Employed,Married,3
8558,5645,2042,16410,535,13509,41,Employed,Married,2
8944,8207,522,19917,435,2011,53,Retired,Married,4
14627,8497,2707,2618,721,24287,39,Unemployed,Married,0
10126,8526,2998,9362,640,33152,26,Retired,Married,0
3480,4112,3921,6639,641,18072,39,Employed,Married,3
8263,8899,909,7042,829,37836,58,Unemployed,Married,3
7094,3408,4537,11391,687,37215,67,Retired,Single,2
9167,8454,4133,2018,303,25281,63,Employed,Married,3
14688,3290,1880,12952,698,32038,37,Unemployed,Single,3
5793,9668,3279,16240,721,16948,20,Unemployed,Married,2
5892,4428,4305,19282,710,24639,53,Unemployed,Single,3
4198,9181,2560,2047,512,11236,50,Employed,Married,3
11011,6751,3072,17942,347,25459,35,Retired,Married,3
5372,5627,3826,1722,486,26016,53,Employed,Single,4
4892,6463,4476,4052,801,26800,27,Employed,Single,0
8790,6811,2875,1651,830,31271,53,Unemployed,Single,1
4883,3525,2906,1778,774,36230,38,Retired,Single,0
8467,9315,4489,683,341,38891,42,Unemployed,Single,4
3797,2487,4491,9471,560,30621,66,Employed,Single,1
11209,6810,544,18394,347,5178,57,Unemployed,Married,0
11235,3465,3097,13937,745,33448,68,Employed,Married,2
3154,8816,3625,18966,520,14276,26,Employed,Single,4
7962,2368,3505,8505,642,15828,65,Employed,Married,2
14640,3563,1084,7443,537,7149,44,Unemployed,Married,2
7080,2629,552,5492,454,28328,32,Retired,Single,0
11050,5878,1153,16827,355,19136,69,Unemployed,Married,1
8947,6654,3938,18055,686,30018,49,Employed,Married,3
12617,7756,2245,3266,614,32376,65,Unemployed,Single,3
7320,7951,1686,5909,337,44962,61,Employed,Single,4
14831,3434,693,12869,640,6916,67,Retired,Married,2
4892,2576,3790,7014,530,5546,56,Retired,Married,4
12089,6700,497,11287,751,16361,33,Employed,Single,0
6424,3139,2095,7819,641,4359,45,Retired,Single,2
12450,7885,612,14837,752,13134,68,Employed,Married,3
5015,9722,3967,15186,556,45256,23,Unemployed,Married,0
9673,9496,375,10056,733,30625,23,Unemployed,Single,0
9032,2203,805,715,508,41372,55,Retired,Single,4
7833,6980,920,17275,500,46269,64,Retired,Married,4
12894,9924,4970,16884,436,37782,19,Employed,Single,1
12065,9277,3604,19024,693,1899,58,Retired,Single,3
3565,6862,1443,12694,335,34957,57,Retired,Married,3
10412,2450,1545,8894,514,32092,24,Retired,Single,4
5018,9750,1210,18717,326,34420,44,Employed,Single,3
13077,4318,2080,18578,317,1982,45,Unemployed,Single,3
13315,5100,4687,10201,436,34343,33,Employed,Single,0
5314,9993,2148,10515,329,9524,64,Employed,Single,2
7412,9345,1508,9077,372,5307,26,Retired,Single,2
6883,4444,913,17975,422,7753,69,Unemployed,Married,1
14384,7755,2780,10443,527,44173,32,Employed,Single,2
13051,9080,389,4440,637,44133,51,Retired,Single,3
11216,6764,4049,1783,572,32900,37,Employed,Married,0
14695,9018,4255,13113,736,45793,31,Retired,Married,2
9739,9622,4987,5385,338,41508,28,Unemployed,Married,3
12329,2678,3625,4117,725,18439,47,Unemployed,Single,3
10902,5355,1070,6982,614,39794,20,Retired,Married,4
4189,7537,4791,2583,808,21753,19,Employed,Married,4
10156,2027,4853,9921,456,35092,67,Employed,Married,2
10342,3559,2570,13407,556,49148,31,Unemployed,Single,4
9884,1711,3737,15316,755,4595,46,Employed,Married,3
6157,3214,2779,13756,346,21211,22,Retired,Single,3
13559,4188,338,15348,631,28238,61,Retired,Single,4
8520,4766,1976,2430,309,19707,63,Retired,Married,0
4741,6649,3436,7060,443,47086,23,Unemployed,Single,4
6688,2832,794,2936,730,2882,25,Unemployed,Single,0
10485,8320,1722,11864,451,28639,56,Unemployed,Single,4
8369,7391,3219,9307,786,14766,56,Retired,Single,3
8644,6186,898,6709,435,2153,61,Unemployed,Single,3
14938,5591,102,9075,325,17660,46,Retired,Married,4
12089,1943,2859,6616,306,39172,56,Employed,Single,1
7023,2426,4188,2419,314,39060,61,Unemployed,Single,0
3716,7746,1447,1399,731,25907,44,Employed,Single,1
6967,2122,4214,9768,699,44212,33,Employed,Single,3
10423,4537,2032,18468,506,12243,44,Unemployed,Married,0
9450,1733,4032,14245,515,47010,56,Unemployed,Married,4
6215,4191,3060,12978,801,44367,57,Employed,Single,0
10825,8902,1534,14436,758,20586,18,Employed,Single,0
3390,1886,2847,1535,558,17690,62,Employed,Married,2
12891,3134,3209,8281,628,7663,68,Retired,Single,0
6037,9610,4570,15365,753,48981,50,Employed,Single,3
3232,5633,3463,13450,674,7189,67,Retired,Married,1
13118,7081,434,4190,763,21673,56,Unemployed,Married,1
6131,3467,1257,18038,374,4589,44,Employed,Single,4
10634,7068,54,10093,541,37409,34,Unemployed,Married,2
14498,8784,930,10871,316,41104,32,Employed,Single,1
13916,9932,2799,7452,558,16481,39,Unemployed,Single,1
3233,6645,311,3960,422,22492,36,Employed,Single,0
4391,7267,956,6834,610,48310,45,Retired,Single,3
14084,3499,4083,10564,410,3162,40,Unemployed,Married,3
12447,6401,4852,14742,555,15574,53,Unemployed,Married,4
13730,4279,2512,5091,533,24093,66,Employed,Married,3
14882,7692,1263,16902,796,30864,56,Retired,Single,1
3889,3177,2747,3710,339,6167,65,Retired,Married,0
10902,5677,2782,17213,421,44743,66,Retired,Single,3
3745,8711,1093,6627,749,20525,37,Employed,Married,2
12911,9373,2786,7988,818,21987,64,Unemployed,Single,2
3427,5341,2815,2986,391,17538,26,Employed,Single,2
3731,8598,3763,10509,660,4630,40,Retired,Married,3
3799,7916,4035,15300,422,9652,62,Retired,Single,0
9507,6385,4839,12665,636,26366,24,Unemployed,Single,3
10025,2094,2323,16560,812,47281,48,Employed,Married,1
12027,4112,232,10513,727,40565,68,Employed,Married,3
10624,7859,2101,9906,732,32036,28,Retired,Single,2
11326,2996,4352,6170,306,40362,57,Unemployed,Single,2
8383,5055,2028,2623,419,2867,34,Unemployed,Single,0
9207,6361,1929,19162,686,27264,53,Retired,Single,4
5538,6266,1458,15576,649,1576,43,Employed,Married,2
6718,4858,1648,4365,397,8263,53,Employed,Married,2
11232,2414,407,11379,342,47999,35,Unemployed,Single,4
6367,3344,3340,4340,482,4764,48,Unemployed,Single,3
8008,3495,1977,4755,534,25937,66,Retired,Single,2
8229,9125,2413,15963,745,34224,52,Unemployed,Single,0
10388,1594,4937,9098,499,28825,58,Employed,Married,3
5415,4569,1760,15991,812,29800,45,Employed,Married,3
10171,1649,3597,19905,825,36878,43,Unemployed,Married,2
13232,2546,1378,18259,512,38675,23,Retired,Married,3
5949,4303,620,3958,677,5968,51,Employed,Single,3
7261,6834,929,2136,845,25925,45,Employed,Single,0
8145,5976,974,10788,785,28268,61,Retired,Single,3
6466,8776,4487,9045,660,15202,64,Unemployed,Married,2
6088,2051,4447,506,467,21931,26,Employed,Married,2
4115,9986,2853,8599,703,5083,46,Employed,Married,4
7578,2643,1689,8715,436,17492,51,Retired,Married,1
5590,1955,4671,3050,532,2231,29,Unemployed,Single,4
10372,9860,4618,14783,414,34344,33,Retired,Single,0
6573,3446,725,2397,551,1240,24,Retired,Married,0
5978,7615,161,7912,792,11830,48,Unemployed,Married,2
13639,8810,658,1309,588,49215,50,Employed,Single,1
12422,7680,2897,7202,348,24950,24,Retired,Single,4
13858,7317,4619,7700,751,39577,20,Employed,Single,1
10313,6880,4099,4718,815,27617,37,Employed,Single,2
10022,7874,2542,5950,571,14573,22,Employed,Single,3
7975,9945,1578,10233,730,27728,20,Employed,Married,2
7925,9570,3994,14171,325,43908,64,Retired,Single,2
11047,2820,1074,10726,369,41924,55,Unemployed,Single,1
11090,8623,3205,17139,592,27071,32,Employed,Married,0
11051,7653,4044,145,705,11285,52,Employed,Single,3
8292,8089,3433,12014,533,28513,40,Employed,Single,3
9645,5107,877,19958,530,11270,50,Unemployed,Married,0
13786,1900,1091,1858,562,19839,19,Employed,Married,1
8403,7542,3059,4722,420,20830,53,Unemployed,Married,1
6430,1862,1674,3598,762,43365,38,Retired,Married,0
14109,5351,1608,13583,817,17270,31,Unemployed,Married,4
14144,4912,2826,14869,323,38579,31,Employed,Married,1
4995,1584,1217,17013,676,8827,59,Retired,Single,0
9030,3324,3052,15216,799,44705,28,Unemployed,Single,4
6891,9999,313,11358,736,28324,21,Employed,Single,2
10145,6275,729,3518,798,27088,64,Retired,Single,3
11498,9368,4039,4352,473,41574,69,Retired,Married,0
12554,9119,383,12106,808,3923,47,Unemployed,Married,1
5102,8918,1812,7429,609,38769,53,Employed,Married,3
6030,3871,2324,9096,369,18192,37,Unemployed,Single,4
11524,8568,3429,5555,504,41244,69,Retired,Married,3
11107,4800,2745,7997,640,13886,33,Retired,Single,0
13944,7321,1864,10809,331,32352,51,Employed,Married,2
3242,9303,3291,16491,342,39731,62,Retired,Single,4
4884,8964,4846,9868,417,39703,25,Employed,Married,4
11015,2226,227,4195,314,21614,62,Unemployed,Married,4
12624,8621,2064,8456,621,17711,37,Retired,Single,3
13742,5812,11,3821,636,29870,38,Retired,Married,2
9747,9500,1522,17060,831,18066,57,Employed,Married,0
11494,6043,691,11678,680,45291,47,Employed,Single,0
7330,9514,3705,5178,810,33891,53,Unemployed,Single,3
10863,1818,1739,10898,419,1753,22,Employed,Married,0
6109,4975,1525,5566,325,41882,38,Retired,Married,0
5186,6653,69,5420,833,35374,55,Unemployed,Married,2
4550,5634,2248,607,363,40293,40,Unemployed,Married,3
12984,3102,3123,5674,759,4578,36,Unemployed,Married,3
3646,3756,4724,2394,613,22050,27,Employed,Married,4
9144,8819,3330,11051,515,16468,44,Employed,Single,0
7656,9032,1287,8070,755,20229,52,Retired,Married,1
11904,8866,575,10039,839,3938,30,Unemployed,Single,2
3537,4148,2172,2021,772,49925,26,Unemployed,Single,2
9572,8403,4954,19399,658,43886,34,Unemployed,Married,1
3234,3358,744,16110,425,14875,48,Retired,Single,4
13588,2602,2527,2048,386,36195,59,Employed,Married,1
12696,3981,3073,893,642,25740,61,Unemployed,Single,1
9539,3320,4210,13043,694,15150,62,Employed,Married,4
4374,4658,4576,11792,783,10701,41,Employed,Single,1
4909,5184,1024,13613,755,24291,59,Employed,Married,4
12107,8911,941,14316,775,30286,68,Employed,Single,0
10218,5151,767,6087,509,25116,36,Employed,Single,4
3080,9207,2438,2933,824,6886,66,Retired,Single,3
5083,9961,833,18665,606,14672,47,Employed,Single,3
13880,9607,2190,8264,375,15508,22,Unemployed,Single,1
4690,8381,627,1380,321,29668,25,Unemployed,Single,3
3756,7720,376,16867,359,44770,54,Unemployed,Married,4
5670,6330,3886,9221,685,10392,64,Retired,Married,0
6751,6479,89,11973,355,38936,53,Employed,Single,4
14744,8834,2855,13164,467,47190,42,Unemployed,Single,2
11659,5275,1065,6101,711,4281,62,Unemployed,Single,1
8261,2148,1058,4954,490,47839,66,Unemployed,Married,0
9852,1516,3059,5953,781,9810,22,Employed,Single,1
4494,9808,4072,6280,715,38722,50,Unemployed,Single,2
8740,7976,2600,778,639,30850,39,Employed,Single,3
12211,7442,4219,3475,558,37491,64,Unemployed,Married,2
11055,3045,2104,4723,649,35454,59,Unemployed,Single,3
3901,4193,2853,14890,736,48659,42,Employed,Married,1
3672,9099,2655,6713,521,13924,60,Unemployed,Single,1
11630,5589,1515,8601,712,17023,67,Retired,Single,1
13268,7759,3017,17443,649,29508,46,Employed,Married,4
3444,6558,4147,18693,781,29468,62,Unemployed,Single,0
12157,4740,1573,17984,358,29379,69,Retired,Single,4
14982,6442,2536,12735,451,26929,47,Retired,Single,2
11655,5288,3926,18617,839,38007,65,Employed,Married,0
5198,8453,2052,9489,524,42313,68,Unemployed,Married,1
5287,1871,3796,13974,617,17664,47,Employed,Single,1
14957,8520,631,16735,578,14633,61,Retired,Single,1
14368,8620,1861,13724,773,45337,63,Retired,Married,3
7008,7202,3952,11414,323,5932,48,Employed,Married,2
14696,9847,1232,10623,818,17205,51,Employed,Single,4
12104,4161,2264,15395,667,20934,45,Unemployed,Single,2
3496,8680,2047,6469,634,6183,27,Retired,Single,3
4463,8151,535,10705,732,21251,21,Employed,Married,3
9828,6378,3533,3166,302,21744,50,Retired,Married,2
7253,5815,4825,2209,557,3053,34,Employed,Married,3
3493,7658,3097,8747,562,38776,28,Unemployed,Married,0
8065,9808,1275,299,420,9359,24,Retired,Single,1
8430,7974,3073,13551,320,48458,34,Unemployed,Married,4
4426,2874,1025,563,439,46905,45,Unemployed,Married,3
12884,8893,2051,12201,776,35934,34,Retired,Married,4
4793,5903,3621,9214,588,41874,58,Employed,Single,1
5723,5046,4563,17574,505,13461,27,Unemployed,Single,2
3658,5477,200,19594,342,44966,43,Unemployed,Single,1
7761,4911,4403,10096,417,22566,23,Retired,Single,4
10630,5392,3323,10228,304,46006,34,Retired,Married,0
11741,8824,3358,9218,506,28516,33,Retired,Married,2
11834,9842,2971,18802,644,36413,56,Unemployed,Single,3
7350,4749,4978,14613,441,48313,68,Employed,Single,0
3207,1611,585,18947,671,47064,43,Employed,Single,1
13689,2182,3345,19335,531,32469,21,Retired,Married,4
7190,2661,3854,14093,463,5627,37,Unemployed,Married,4
4883,8900,4604,16653,846,12191,66,Unemployed,Married,4
5886,3879,3424,6619,663,34973,58,Unemployed,Married,1
3477,6926,4100,9119,634,7703,28,Retired,Single,2
11953,9852,359,4555,310,17611,40,Unemployed,Single,3
11381,2925,3669,13327,707,46669,50,Unemployed,Married,0
9854,5161,4309,1042,374,35904,48,Employed,Married,1
3755,9969,3477,5444,599,24695,24,Retired,Single,4
12638,8540,4658,4188,680,45691,39,Retired,Single,3
7931,6092,2812,13060,327,7958,22,Retired,Single,4
12855,9030,44,10233,762,17633,54,Unemployed,Married,1
8724,4607,2750,3088,695,3272,18,Unemployed,Single,4
13027,1802,633,1646,675,23422,23,Employed,Married,1
7150,6033,1210,13127,720,4018,62,Retired,Single,4
7060,4273,1749,487,663,13960,64,Unemployed,Married,1
7765,8699,3241,15453,515,3215,21,Employed,Single,4
6612,5781,2768,19465,400,35925,47,Unemployed,Single,3
9553,6268,593,1747,392,19180,47,Unemployed,Single,3
10378,2500,1424,16911,565,20628,34,Retired,Single,4
4689,3218,1926,17551,505,16870,41,Retired,Single,4
4316,8669,856,16278,379,1296,48,Unemployed,Single,1
10130,8861,551,11931,336,35695,45,Unemployed,Married,1
6186,5330,4138,483,310,15578,62,Unemployed,Single,1
8789,8654,2888,451,389,14554,60,Unemployed,Married,2
4145,6520,4274,4069,318,41189,21,Unemployed,Single,4
7394,4382,1480,13386,673,22585,56,Retired,Single,4
10942,2498,606,7207,393,35225,36,Retired,Single,4
10548,1784,671,4397,331,4546,41,Unemployed,Single,4
3560,3660,3315,5671,439,47622,24,Unemployed,Married,1
4912,4565,16,19517,320,47083,63,Retired,Single,1
4864,2994,2873,18157,448,41129,65,Unemployed,Single,2
3296,6123,2594,9190,520,28703,26,Retired,Single,1
5409,4043,2484,7412,518,4664,39,Retired,Married,4
13828,6300,615,18449,840,27165,19,Retired,Married,4
10630,2901,3205,8589,357,32099,44,Retired,Single,0
4461,1945,2849,14929,724,41422,33,Employed,Single,1
7292,6022,4407,6332,574,17479,22,Unemployed,Single,0
5268,5267,3807,15979,439,43319,29,Unemployed,Single,4
3994,4051,2072,7913,322,7140,69,Unemployed,Married,1
9554,7146,524,9995,677,18736,43,Retired,Married,4
3007,5388,3173,1946,672,23141,32,Retired,Married,0
13783,6316,1473,3415,362,22628,20,Retired,Married,0
5515,4231,2425,1394,641,47862,26,Unemployed,Married,3
4417,9199,4983,15084,466,28243,45,Retired,Married,3
5316,4129,3274,2421,450,18214,56,Employed,Single,1
10358,9187,3338,7345,822,18989,53,Unemployed,Single,1
6932,2557,2007,19467,800,22029,42,Employed,Single,1
9204,8334,4557,8030,647,45770,58,Employed,Married,1
4287,3295,2412,10980,571,8937,45,Unemployed,Single,1
14036,6349,2151,1844,729,30703,64,Employed,Married,1
4118,9715,3182,1804,532,46618,38,Employed,Single,1
11744,5650,427,9081,507,40284,46,Retired,Married,0
10637,8447,4564,18887,752,17605,42,Employed,Single,0
3660,7970,1014,18277,800,26106,47,Retired,Single,0
11907,8679,1604,18050,518,7493,56,Employed,Married,4
9922,5212,869,4344,380,33502,28,Unemployed,Single,2
14777,6958,2727,19449,848,33335,36,Unemployed,Married,4
14953,6815,2852,11833,840,26957,28,Unemployed,Single,1
11104,6881,885,19459,550,5117,42,Unemployed,Single,2
9337,4674,2608,1259,714,39176,18,Retired,Single,0
5529,7887,1273,18604,385,34521,49,Employed,Single,0
6970,8267,4426,13859,516,13501,38,Employed,Single,3
6407,2066,1955,11030,495,2188,62,Unemployed,Married,1
12650,6122,586,2447,596,48243,30,Retired,Married,1
14459,5632,200,3129,343,33113,51,Retired,Married,3
12046,8495,4549,18282,692,42368,34,Unemployed,Single,4
10416,5667,3617,7697,742,44445,68,Employed,Married,3
7760,4170,825,3949,389,1796,64,Unemployed,Married,1
14729,9796,110,10659,454,48116,36,Employed,Single,0
4897,3182,2911,8010,777,15836,27,Unemployed,Single,3
9364,9990,3899,16400,358,6145,59,Employed,Single,2
11464,2270,907,7959,409,37939,26,Retired,Married,0
7087,5354,3715,6241,778,9175,68,Unemployed,Married,4
12464,4618,3689,14787,348,2514,28,Employed,Single,0
7374,3632,554,7906,676,16451,55,Employed,Married,4
10607,8725,1903,19406,331,38704,48,Employed,Married,0
7019,2490,106,13185,785,49393,19,Employed,Married,1
3815,2210,3336,13303,830,17882,41,Retired,Married,4
10255,5804,2534,1266,302,12433,59,Employed,Single,4
3922,6867,2226,478,677,2369,64,Retired,Single,3
7867,1538,3293,3977,541,15068,22,Employed,Single,0
4264,2775,1393,6068,840,42658,67,Retired,Married,4
6724,8569,2684,11736,656,9116,47,Retired,Single,4
13979,6357,2835,12740,496,44687,56,Employed,Single,0
5722,2936,166,7791,718,27826,52,Retired,Married,0
8355,3599,2710,485,572,44453,65,Unemployed,Single,2
5550,9193,3624,12280,801,32237,34,Employed,Married,3
8319,5751,2347,4673,334,6364,48,Unemployed,Single,4
14141,5525,1404,337,760,1090,19,Retired,Married,0
9686,7712,1525,15092,552,13086,33,Retired,Single,4
4673,4734,4409,2003,811,12389,38,Unemployed,Single,2
7587,9162,4911,1471,347,17855,47,Employed,Single,2
14284,9050,4838,18426,484,39852,69,Unemployed,Married,4
8353,4623,2774,11620,790,43225,18,Retired,Married,3
9857,2153,825,17903,572,28384,31,Employed,Single,1
14030,5658,1124,6489,826,2111,33,Unemployed,Married,4
4666,7043,568,7856,427,34365,26,Unemployed,Married,2
7511,3697,1958,9365,509,12408,66,Employed,Married,3
13387,5411,3739,1605,441,25002,25,Unemployed,Single,0
9172,6735,2109,5664,472,18738,26,Employed,Single,3
4384,6299,4464,5379,746,41645,51,Employed,Single,3
7403,6860,4189,11585,418,13138,62,Unemployed,Married,4
6954,9721,4094,2124,310,12427,50,Employed,Single,3
9305,1825,2930,13421,603,11896,39,Employed,Single,0
14091,5266,763,4991,453,3389,47,Retired,Single,4
11252,5611,3360,6794,622,16360,24,Retired,Single,2
10238,9802,3450,17830,836,37843,35,Retired,Single,0
9981,8515,2147,3306,744,29226,38,Unemployed,Single,4
9026,8356,3395,18756,641,17847,22,Unemployed,Married,4
9609,1606,4424,16534,520,48565,24,Unemployed,Single,1
13482,3926,3719,15905,409,18456,29,Unemployed,Single,0
11664,5878,4801,18043,709,6446,34,Employed,Single,3
3958,5864,220,9070,717,17857,41,Employed,Married,0
11724,4031,1861,7199,804,38751,54,Retired,Single,0
3493,8310,2614,18703,339,34706,61,Employed,Married,1
10042,6816,1021,19267,808,15703,36,Unemployed,Married,3
3081,6862,109,14133,758,18694,62,Employed,Married,1
9999,6193,4244,17899,562,40959,33,Retired,Single,1
5970,6768,3848,11579,417,16058,42,Unemployed,Married,1
3011,3511,698,16973,749,5056,44,Employed,Single,0
10824,1925,107,587,713,13855,68,Retired,Single,1
3761,4544,388,19003,825,24488,59,Employed,Married,2
6185,7729,424,6223,760,16772,61,Retired,Married,3
3025,2739,2494,14197,417,24116,24,Retired,Single,3
4806,8066,2965,9387,516,34027,63,Retired,Single,1
